"No cover image available  Application of expert system to power system fault diagnosis and restoration (R) by Jadid, Shahram | Khaparde, S.A.Edition: Publisher: Bombay ; IIT ; 1992Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.316.313:681.342Jad] (1). Add to cart"
"No cover image available  Expert systems in image processing (R) by Seshachalam, M | Sahasrabudhe, S.C.Edition: Publisher: Bombay ; IIT ; 1993Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.385.832:681.342Ses] (1). Add to cart"
"No cover image available  Hemorheology-supported profile-driven knowledge based system for stroke (R) by Sahasrabudhe, Gajanan | Arunkumar, S. and Puniyani, R.R.Edition: Publisher: Bombay ; IIT ; 1993Online access: Click here to access online Availability: Items available for reference: [Call number: 043:616.831-005:681.342Sah] (1). Add to cart"
"No cover image available  Expert system for on-line failure diagnosis of power plant boilers (R) by Sahoo, Janmejay | Sundarsingh, V.P.Edition: Publisher: Bombay ; IIT ; 1994Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.311.2:681.342Sah] (1). Add to cart"
"No cover image available  Data reconciliation of heat exchanger networks (R) by Panditrao, Sunil S | Malik, R.K. and Shenoy, U.V.Edition: Publisher: Bombay ; IIT ; 1994Online access: Click here to access online Availability: Items available for reference: [Call number: 043:66.045:681.3Pan] (1). Add to cart"
"No cover image available  FPGA based design of memory management unit (R) by Rajadnya, Samir G | Sahasrabudhe, S.C. and Rao, S.S.S.P.Edition: Publisher: Bombay ; IIT ; 1995Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.374.32:681.3.07Raj] (1). Add to cart"
"No cover image available  Neural networks in control systems (R) by Joshi, Santosh V | Chandrasekhar, J.Edition: Publisher: Bombay ; IIT ; 1996Online access: Click here to access online Availability: Items available for reference: [Call number: 043:629.13.014.5:681.342Jos] (1). Add to cart"
"No cover image available  Real time flood forecasting using neural netowrks (R) by Bhadke, Raju | Deo, M.C.Edition: Publisher: Bombay ; IIT ; 1996Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.482:519.21:681.342Bha] (1). Add to cart"
"No cover image available  Application of artificial neural networks in earthquake characterization (R) by Baskaran, S | Banerji, Pradipta.Edition: Publisher: Bombay ; IIT ; 1996Online access: Click here to access online Availability: Items available for reference: [Call number: 043:624.042.7:681.342Bas] (1). Add to cart"
"No cover image available  Kohonen self-organizing maps in classification of imagery by artificial neural networks (R) by Dakshinamurty, Y.V.S | Rao, C.S. and Mohan, B.K.Edition: Publisher: Mumbai ; IIT ; 1997Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.398:681.342Dak] (1). Add to cart"
"No cover image available  Wave forecasting using neural networks (R) by Chaphekar, Anil S | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 1998Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.465:681.342Cha] (1). Add to cart"
"No cover image available  Trip distribution using artificial neural networks (R) by Vijay Bhaskar, V | Dhingra, S.L.Edition: Publisher: Mumbai ; IIT ; 1998Online access: Click here to access online Availability: Items available for reference: [Call number: 043:656.1:65.012.1/.2Vij] (1). Add to cart"
"No cover image available  Electromyographic signal decomposition and classification (R) by Manelkar, Ninad Raghuvir | Devasahayam, Suresh R.Edition: Publisher: Mumbai ; IIT ; 1997Online access: Click here to access online Availability: Items available for reference: [Call number: 043:616-073:621.391.8Man] (1). Add to cart"
"No cover image available  Wave height evaluation using neural networks (R) by Dutta, Saibal | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 1999Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.465:681.342:612.8Dut] (1). Add to cart"
"No cover image available  Application of artificial neural networks for trip distribution (R) by Kolhe, Yograj M | Krishna Rao, K.V.Edition: Publisher: Mumbai ; IIT ; 2000Online access: Click here to access online Availability: Items available for reference: [Call number: 043:656.1:681.342Kol] (1). Add to cart"
"No cover image available  Parallel programming using ARC (R) by Phadke, Mayuresh | Joshi, R.K.Edition: Publisher: Mumbai ; IIT ; 2000Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06:681.327.8Pha] (1). Add to cart"
"No cover image available  Knowledge based approach for productivity analysis and evaluation in chemical process industry (R) by Deshpande, Milind Madhav | Arunkumar, S.Edition: Publisher: Mumbai ; IIT ; 2000Online access: Click here to access online Availability: Items available for reference: [Call number: 043:66.02:681.342Des] (1). Add to cart"
"No cover image available  Data reconciliation and parameter estimation in chemical engineering systems (R) by Vachhani, Pramod | Raghunathan, R.Edition: Publisher: Mumbai ; IIT ; 1999Online access: Click here to access online Availability: Items available for reference: [Call number: 043:66.01:681.3Vac] (1). Add to cart"
"No cover image available  Semantic net like knowledge structure generation from natural languages (R) by Giri G., Leena | Bhattacharyya, P.Edition: Publisher: Mumbai ; IIT ; 2000Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:415Gir] (1). Add to cart"
"No cover image available  Policy based network management (R) by Sunil Kumar, Y.V | Rao, S.S.S.P.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:621.391Sun] (1). Add to cart"
"No cover image available  Design and implementation of new algorithms for text categorization (R) by Dhawale, Ajay K | Chakrabarti, S.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.02:519.2Dha] (1). Add to cart"
"No cover image available  Equational logic for policy specification and verification (R) by Abhay, G.A | Sivakumar, G.Edition: Publisher: Mumbai ; IIT ; 2000Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:658Abh] (1). Add to cart"
"No cover image available  Distributed object-oriented parallel processing (R) by Varghese, Gijo | Bhujade, M.R.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:681.3.06Var] (1). Add to cart"
"No cover image available  Hopfield net, Boltzmann machine and related neural networks for optimization applications (R) by Mohan, K. Krishna | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:658.513:681.342Moh] (1). Add to cart"
"No cover image available  Self organizing neural network application to VLSI circuit placement (R) by Gahlot, Kiran Kumar | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.372:681.342Gah] (1). Add to cart"
"No cover image available  Marathi generation from universal networking language (R) by Kulkarni, Rashmi | Bhattacharya, Pushpak & Ranade, Abhiram.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06:491.46Kul] (1). Add to cart"
"No cover image available  Generic packet processing engine (R) by Marathe, Shailesh V | Rao, S.S.S.P.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:681.3.07Mar] (1). Add to cart"
"No cover image available  Design wave prediction using neural networks (R) by Chandru, P | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.465:681.342Cha] (1). Add to cart"
"No cover image available  Development of combined trip distribution and modal split model using ann (R) by Basu, Debasis | Rao, K.V. Krishna.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:656:681.342Bas] (1). Add to cart"
"No cover image available  Automated testing tool for UML behavioral descriptions (R) by Guntapudi, V. Ramanaiah | Ramesh, S. and Iyer, Sridhar.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Gun] (1). Add to cart"
"No cover image available  Object oriented power system analysis (R) by Pandit, Shubha | Soman, S.A. and Khaparde, S.A.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.316:681.3.06Pan] (1). Add to cart"
"No cover image available  Damage detection of offshore jacket platform using neural network (R) by Gajbhiye, Vaibhav B | Banerji, P.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:627.98:681.342Gaj] (1). Add to cart"
"No cover image available  Neural networks for nonlinear control system design : applications to aircraft control (R) by Somakumar, R | Chandrasekhar, J.Edition: Publisher: Mumbai ; IIT ; 2000Online access: Click here to access online Availability: Items available for reference: [Call number: 043:629.13.014:681.342Som] (1). Add to cart"
"No cover image available  Hardware emulation of large scale digital systems (R) by Mishra, Mukesh Kumar | Desai, Madhav P.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.374.32:681.3.07Mis] (1). Add to cart"
"No cover image available  Partitioning and networking infrastructure for parallel circuit simulation (R) by Das, Udipta | Narayanan, H.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.372:681.327.8Das] (1). Add to cart"
"No cover image available  Packet data network traffic modeling (R) by Madari, Jyothin M | Manjunath, D.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.391:681.327.8Mad] (1). Add to cart"
"No cover image available  Optimization, expert system and neural network approaches to real-time scheduling of a robot (R) by Thomas, Reuben | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:658.513:621-52Tho] (1). Add to cart"
"No cover image available  Off-line signature verification using neural network (R) by Fadhel, Emad Abdul Latif | Bhattacharya, P.Edition: Publisher: Mumbai ; IIT ; 2001Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:621.385.832Fad] (1). Add to cart"
"No cover image available  Simulation of generic state machine engine in Haskell (R) by Othayoth, Shameem | Sanyal, Amitabha.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06:681.327.8Oth] (1). Add to cart"
"No cover image available  Cluster-based architecture for an active router (R) by Thunga, Aswani Kumar | Manjunath, D. and Sohoni, Milind.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:681.3.06Thu] (1). Add to cart"
"No cover image available  Debugging of optimized code (R) by Vacheri, Zoheb A | Dhamdhere, D.M.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Vac] (1). Add to cart"
"No cover image available  On-line wind prediction using neural networks (R) by More, Anurag C | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.465:681.342Mor] (1). Add to cart"
"No cover image available  Estimation of pile scour using neural networks (R) by Kambekar, A.R | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:624.154:681.342Kam] (1). Add to cart"
"No cover image available  Development of a network level traffic noise model to gauge community noise impact (R) by Kanthe, Prashant B | Rao, K.V. Krishna.Edition: Publisher: Mumbai ; IIT ; 2002Online access: Click here to access online Availability: Items available for reference: [Call number: 043:656.11:628.517Kan] (1). Add to cart"
"No cover image available  Techniques and tools for Indian language support on Linux (R) by Choudhary, Dipali B | Joshi, R.K.Edition: Publisher: Mumbai ; IIT ; 2003Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.066:491.4Cho] (1). Add to cart"
"No cover image available  Techniques for automatic identification of objects and their relationships from procedural code (R) by Mahuli, Harsha S | Joshi, R.K.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Mah] (1). Add to cart"
"No cover image available  Principal component analysis and independent component analysis using neural networks (R) by Vishnu, Hari | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:519.2:681.342Har] (1). Add to cart"
"No cover image available  Fuzzy neural networks and applications (R) by Khare, Makarand Vasant | Awate, P.G.A.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621-52:681.342Kha] (1). Add to cart"
"No cover image available  Prediction of weld quality in resistance spot welding using neural network (R) by Syed Arshad Alam M.I | De, Amitava and Raman, R.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.791:681.342Sye] (1). Add to cart"
"No cover image available  Translating UNL expressions to logical expressions (R) by Suresh Kumar, M | Bhattacharya, Pushpak.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:41Sur] (1). Add to cart"
"No cover image available  Design of policy based MPLS traffic engineering server (R) by Santhosh Kumar K | Karandikar, Abhay and Siva Kumar, G.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:621.391San] (1). Add to cart"
"No cover image available  Application of static analysis to heap memory management (R) by Arunkumar, C | Khedker, Uday P. and Sanyal, Amitabha.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.07Aru] (1). Add to cart"
"No cover image available  Verification of programmable logic controllers (R) by Kameswara Rao, Tanneru | Sivakumar, G.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3:621-52Kam] (1). Add to cart"
"No cover image available  Daily flow forecasting using advanced neural networks (R) by Singh, Pankaj | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:627.15:681.342Sin] (1). Add to cart"
"No cover image available  Advanced neural networks to derive wave spectra (R) by Namekar, Shailesh A | Deo, M.C.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:551.465:681.342Nam] (1). Add to cart"
"No cover image available  Design of provider's edge router for ethernet emulation over MPLS network (R) by Siva Kumar, D | Karandikar, Abhay and Rao, S.S.S.P.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8Siv] (1). Add to cart"
"No cover image available  Array access analysis for improving garbage collection in Java (R) by Husain, S.M. Asrar | Biswas, Supratim and Khedkar, Uday.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.07:658Hus] (1). Add to cart"
"No cover image available  Neural network surrogate model for multidisciplinary design optimization (R) by Naidu, S. Lok Santosh | Mujumdar, P.M. and Sudhakar, K.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:624.04:681.342Nai] (1). Add to cart"
"No cover image available  Characterization of motion artifacts using wavelet transform and neural networks (R) by Vijay, S.N | Mukherji, S. and Gadre, V.M.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:616.12-073:517.512.2Vij] (1). Add to cart"
"No cover image available  Hardware implementation of some blocks in interval Newton method using field programmable gate arrays (R) by Shah, Tejaskumar V | Nataraj, P.S.V. and Siriah, Pankaj.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.326.32:518.6Sha] (1). Add to cart"
"No cover image available  Hardware implementation of interval selectors using field programmable gate arrays (R) by Shettar, Rajashekar | Nataraj, P.S.V. and Siriah, Pankaj.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.326.32:518.6She] (1). Add to cart"
"No cover image available  Practical alternatives to active learning with applications to text classification (R) by Harpale, Abhay S | Sarawagi, Sunita.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:159.953Har] (1). Add to cart"
"No cover image available  Multi channel MAC for QoS in multihop wireless networks (R) by Shinde, Ashish Krishnadeo | Paul, Krishna.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:621.391Shi] (1). Add to cart"
"No cover image available  ASIC design of packet scheduling discipline for gigabit ethernet switch-router (R) by Loher, Sachin | Rao, S.S.S.P. and Apte, Varsha.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.391:681.327.8Loh] (1). Add to cart"
"No cover image available  Design of metro ethernet customer edge using virtual LAN (VLAN) (R) by Rath, Hemant Kumar | Karandikar, Abhay.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621.391:681.327.8Rat] (1). Add to cart"
"No cover image available  Design and implementation of web content file system on raw disk for Linux (R) by Tamhane, Sagar A | Joshi, R.K.Edition: Publisher: Mumbai ; IIT ; 2003Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.02:621.391Tam] (1). Add to cart"
"No cover image available  On some new applications of neural networks in textiles (R) by Desai, Jagannathrao Venkatrao | Bandyopadhyay, B. and Kane, C.D.Edition: Publisher: Mumbai ; IIT ; 2004Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621-526:677Des] (1). Add to cart"
"No cover image available  Calculus for filter objects (R) by Gopalani, Dinesh | Joshi, R.K.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3:517Gop] (1). Add to cart"
"No cover image available  Efficient verification of GALS systems (R) by Sonalkar, Sampada | Ramesh, S. and Pandya, P.K.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:681.3.06Son] (1). Add to cart"
"No cover image available  Data fusion and neural networks in mangrove studies (R) by Chiplunkar, Gopal Dhundiraj | Rao, K. Gopal.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:627.22:681.327.8Chi] (1). Add to cart"
"No cover image available  Measurement study of the Linux TCP/IP stack performance and scalability on SMP systems (R) by Bhattacharya, Shourya P | Apte, Varsha.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:681.3.066Bha] (1). Add to cart"
"No cover image available  Forecasting using neural networks : an experimental approach (R) by Sahu, Kalam C | Menezes, Bernard.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:519.2Sha] (1). Add to cart"
"No cover image available  Fuzzy integration based auto-ensemble generator for classification of remotely-sensed images (R) by Reddy, G. Mallikarjun | Krishna Mohan, B.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:621.385.832Red] (1). Add to cart"
"No cover image available  Mitigating the reader collision problem in RFID networks with mobile readers (R) by Birari, Shailesh M | Iyer, Sridhar.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:621.395.44Bir] (1). Add to cart"
"No cover image available  RFIDcover : a coverage planning tool for RFID networks with mobile readers (R) by Anusha, S | Iyer, Sridhar.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:621.395.44Anu] (1). Add to cart"
"No cover image available  Approximate verification of timed systems (R) by Rajeev, A.C | Chakraborty, S.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Raj] (1). Add to cart"
"No cover image available  Delay analysis of mobile ad-hoc networks (R) by Gupta, Nitin | Apte, Varsha.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.327.8:621.395.44Gup] (1). Add to cart"
"No cover image available  Word sense disambiguation (R) by Sakuntala Devi, V | Bhattacharyya, P.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:415.4Sak] (1). Add to cart"
"No cover image available  Neural networks for combinatorial optimization (R) by Rampalli Bhaskar | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:658.513:681.342Ram] (1). Add to cart"
"No cover image available  Application of neural networks in robot trajectory planning and navigation (R) by Joshi, Maulinkumar Maheshkumar | Awate, P.G.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:621-52:681.342Jos] (1). Add to cart"
"No cover image available  Extending heap reference analysis to inter-procedural level (R) by Jain, Mugdha | Sanyal, Amitabha.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.07Jai] (1). Add to cart"
"No cover image available  Environment for verification of PLCs (R) by Muthu Krishnan, S | Sivakumar, G.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06:621-52Mut] (1). Add to cart"
"No cover image available  Graceful labelling of trees (R) by Rajesh, T | Vishwanathan, S.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3:518.4Raj] (1). Add to cart"
"No cover image available  Personal identification using iris recognition (R) by George, Joby | Bhujade, M.R.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:617.721Geo] (1). Add to cart"
"No cover image available  Tools and techniques for natural language processing : POS tagger for Hindi language (R) by Agrawal, Nitin | Bhattacharyya, P.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:491.43Agr] (1). Add to cart"
"No cover image available  Knowledge management system : a framework for implementation (R) by Ahire, Chandrakant | Sarda, N.L.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:658.4Ahi] (1). Add to cart"
"No cover image available  Hybrid intelligent system framework and its applications in banking (R) by Maroo, Subhanshoo | Sonar, Rajendra M. and Joshi, Rushikesh.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.342:332.1Mar] (1). Add to cart"
"No cover image available  Non-preemptive precedence constrained scheduling (R) by Gangal, Devdatta | Ranade, Abhiram.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.02:517.5Gan] (1). Add to cart"
"No cover image available  Reachability analysis of sequential circuits : encoding and analysis techniques (R) by Thomas, Dina | Chakraborty, S.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3:621.374.32Tho] (1). Add to cart"
"No cover image available  Applying global and type based object identification techniques (R) by Vanarse, Ashish | Joshi, R.K.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Van] (1). Add to cart"
"No cover image available  Concurrency abstractions : new problems and solution techniques (R) by Rajaa, Subash | Joshi, R.K.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Raj] (1). Add to cart"
"No cover image available  Refactoring for aspects (R) by Vaidya, Naval | Joshi, R.K.Edition: Publisher: Mumbai ; IIT ; 2005Online access: Click here to access online Availability: Items available for reference: [Call number: 043:681.3.06Vai] (1). Add to cart"
